name,roaster,roast,loc_country,origin,centg_USD,rating,review_date,review,name_extended,roaster_extended,roast_extended,loc_country_extended,origin_1_extended,origin_2_extended,centg_USD_extended,rating_extended,review_date_extended,desc_extended
,,,,,,,,,Las Brisas Colombia,JBC Coffee Roasters,Medium-Light,United States,Paez Region,Cauca Department,4.76,93,April 2021,"Crisp, vibrant, high-toned. Red grape, milk chocolate, freesia-like flower, hazelnut, a hint of rosemary in aroma and cup. Sweetly tart with juicy-bright acidity"
,,,,,,,,,Private Reserve Rwanda Huye,San Francisco Bay Coffee,Medium-Light,United States,Huye District,Southern Rwanda,4.17,90,April 2021,"Sweetly nut- and cocoa-toned. Baking chocolate, almond, raisin, lily, fresh-cut fir in aroma and cup. Sweet-toned structure with brisk acidity"
,,,,,,,,,Ethiopia Sidamo G2 Washed,Cheer Beans,Light,Taiwan,Sidama (Also Sidamo) Growing Region,Southern Ethiopia,6.34,92,April 2021,"Blind assessment: Delicately floral-toned. Lilac, pear, maple syrup, almond, orange zest in aroma and cup. Crisply sweet with brisk acidity"
,,,,,,,,,Private Reserve Panama La Huaca,San Francisco Bay Coffee,Medium,United States,Renacimiento District,ChiriquÃ­ Province,4.17,88,April 2021,"Gently fruit-toned, wood-framed. Prune, balsa wood, cashew, lemon zest, a hint of gardenia in aroma and cup. Sweet-savory structure with gently bittersweet acidity"
,,,,,,,,,Costa Rica Gesha Tobosi Natural,RamsHead Coffee Roasters,Medium-Light,United States,El Guarco,Cartago Province,8.8,93,April 2021,"Richly fruit- and floral-toned. Raspberry, honeysuckle, praline, marjoram, oak in aroma and cup. Sweet-tart structure with crisp, citrusy acidity"
,,,,,,,,,Kenya Kiambu Kiriga AA,Coffee By Design,Medium-Light,United States,Kiambu Growing Region,South-Central Kenya,4.08,93,April 2021,"Vibrant, sweet-savory, floral-toned. Cocoa nib, red currant, myrrh, honeysuckle, hop flowers in aroma and cup. Sweetly savory structure with juicy acidity"
,,,,,,,,,Guatemala Coban Finca Valmar,CofFeeling,Medium-Light,Taiwan,Coban,Guatemala,4.65,92,May-21,"Evaluated as espresso. Delicate, sweetly nut-toned. Cashew butter, prairie flowers, fresh-cut fir, caramel, a hint of pear in aroma and small cup. Velvety-smooth mouthfeel"
,,,,,,,,,Colombia Caldas Finca Villa Clara Supremo,CofFeeling,Medium-Light,Taiwan,Caldas,Colombia,3.52,92,May-21,"Evaluated as espresso. Richly sweet, crisply chocolaty. Dark chocolate, date, magnolia, oak, a hint of marjoram in aroma and small cup. Satiny mouthfeel"
,,,,,,,,,The World Espresso Blend,Euphora Coffee,Medium-Light,Taiwan,Guatemala,Nicaragua,2.2,93,May-21,"Evaluated as espresso. Richly sweet, multi-layered. Baking chocolate, honeysuckle, black cherry, hazelnut, fresh-cut oak in aroma and small cup. Creamy, viscous mouthfeel"
,,,,,,,,,Ethiopia Sidamo Euphora Special Lot,Euphora Coffee,Medium-Light,Taiwan,Sidamo Growing Region,South-Central Ethiopia,4.41,93,May-21,"Brightly sweet, richly tart. Rose hips, dried nectarine, frangipane, cedar, agave syrup in aroma and cup. Tart-leaning structure with pert acidity"
,,,,,,,,,Finca Lerida Gesha Natural,Thanksgiving Coffee Company,Medium-Light,United States,Jaramillo,Boquete Growing Region,13.23,92,May-21,"Richly sweet, floral-toned. Magnolia, date, almond, caramel, fresh-cut cedar in aroma and cup. Sweet structure with gentle, round acidity"
,,,,,,,,,Ethiopia Guji Uraga Yabitu,Sunny's Coffee,Light,Japan,Guji Zone,Oromia Region,9.22,92,May-21,"Citrusy and sweetly herbaceous, cocoa-toned. Cocoa nib, marjoram, pink grapefruit zest, nougat, cedar in aroma and cup. Sweetly savory with juicy acidity"
,,,,,,,,,Ethiopia Guji Hambela Dabaye,Sunny's Coffee,Light,Japan,Guji Zone,Oromia Region,9.22,91,May-21,"Gently fruit-toned, sweetly tart. Plum, cocoa nib, lemon verbena, oak, maple syrup in aroma and cup. Crisp, high-toned with juicy acidity"
,,,,,,,,,Ethiopia Dry-Process Guji Hambela,Sunny's Coffee,Light,Japan,Guji Zone,Oromia Region,9.22,90,May-21,"Balanced, delicate, floral-toned. Dogwood flowers, baking chocolate, apricot, cedar, agave syrup in aroma and cup. Sweet-toned with balanced acidity"
,,,,,,,,,Ethiopia Dry-Process Benti Nenka,Sunny's Coffee,Light,Japan,Yirgacheffe Growing Region,Southern Ethiopia,9.22,90,May-21,"Delicate, crisply sweet. Prairie flowers, fresh-cut fir, almond, orange zest, date in aroma and cup. Sweet-tart structure with brisk acidity"
,,,,,,,,,Papua New Guinea Tsekaka,Magnolia Coffee,Medium-Light,United States,Banz,Jiwaka Province,4.7,92,May-21,"Deep-toned, chocolaty. Dark chocolate, graham cracker, marshmallow, dried cranberry, lily in aroma and cup. Sweet in structure with gentle, round acidity"
,,,,,,,,,Kona Maragogype Natural,Paradise Roasters,Medium-Light,United States,Kainaliu,Kona,26.41,94,April 2021,"Deeply and richly sweet, resonantly aromatic. Dried mango, wild honey, lilac, pistachio, tangerine zest in aroma and cup. Juicy-sweet structure with refined acidity"
,,,,,,,,,Thung Chang Robusta Honey Espresso,Paradise Roasters,Medium,United States,Nan Province,Thailand,4.98,92,April 2021,"Evaluated as espresso. Gently roast-toned, nut-framed. Cashew butter, cocoa powder, fig newton, lily, cedar in aroma and small cup. Crisp, satiny mouthfeel"
,,,,,,,,,Thung Chang Robusta Honey,Paradise Roasters,Medium,United States,Nan Province,Thailand,4.98,90,April 2021,"Deep-toned, richly bittersweet. Hop flowers, cocoa powder, goji berry, lemon zest, pecan in aroma and cup. Bittersweet structure with low-toned, crisp acidity"
,,,,,,,,,Colombia Jorge Eli Dussan,Amavida Coffee Roasters,Medium-Light,United States,Tolima,Colombia,5.88,93,April 2021,"Chocolaty and deep-toned. Date, baking chocolate, hazelnut butter, honeysuckle, cedar in aroma and cup. Vibrantly sweet, resonant acidity"
,,,,,,,,,Ethiopia Kochere G1,David's Nose,Medium-Light,Taiwan,Yirgacheffe Growing Region,Southern Ethiopia,5.66,93,April 2021,"Bittersweet, cleanly fruit-toned. Dark chocolate, raspberry, pink grapefruit zest, almond butter, lilac in aroma and cup. Deeply sweet structure with brisk acidity"
,,,,,,,,,Ethiopia Limu Washed,Jade Cafe,Light,Taiwan,Oromia Growing Region,Southern Ethiopia,8.53,93,April 2021,"Delicately sweet-tart. Apricot, cocoa nib, hazelnut, Meyer lemon zest, hyacinth in aroma and cup. Sweetly tart structure with vibrant, citrusy acidity"
,,,,,,,,,Life in Dihua Street Espresso Blend,David's Nose,Medium-Light,Taiwan,Ethiopia,Nicaragua,6.37,93,April 2021,"Evaluated as espresso. Delicately sweet, richly tart. Mango, cocoa nib, marzipan, narcissus, a hint of dill in aroma and small cup. Very syrupy mouthfeel"
,,,,,,,,,Colombia Huila Acevedo El Paraiso,Big Shoulders Coffee ,Medium-Light,United States,Huila Department,Colombia,7.35,94,May-21,"Bright, juicy, fruit-toned. Lychee, plum blossom, Meyer lemon zest, sandalwood, nougat in aroma and cup. Sweetly tart structure with vibrant acidity"
,,,,,,,,,100% Organic Specialty Arabica,Colibrije Specialty Coffee,Medium,Mexico,Chiapas State,Mexico,5.73,91,May-21,"Rich-toned, chocolaty. Baking chocolate, almond nougat, date, fresh-cut fir, a hint of gardenia in aroma and cup. Sweet in structure with gentle, round acidity"
,,,,,,,,,Love of Desolate,Desolate Cafe,Medium-Light,Taiwan,Los Angeles,Sabanilla De Alajuela,7.05,96,May-21,"Rich-toned, juicy, complex. Dried persimmon, wild honey, myrrh, almond butter, star jasmine in aroma and cup. Sweet-tart structure with high-toned, vibrant acidity"
,,,,,,,,,Blend No.7 Berrichee,Quartet Kaffe,Medium-Light,Taiwan,Ethiopia,Colombia,6.72,95,May-21,"Evaluated as espresso. Chocolaty, fruit-toned, savory-sweet. Chocolate fudge, pomegranate, saltwater taffy, frankincense, hop flowers in aroma and small cup. Creamy mouthfeel"
,,,,,,,,,Ethiopia Niguse Gemeda Mude Natural,Desolate Cafe,Medium-Light,Taiwan,Hayisa Village,Bure Woreda,12.69,94,May-21,"Richly and cleanly fruit-forward. Dried apricot, freesia-like flowers, nougat, cocoa nib, cedar in aroma and cup. Sweet-toned with juicy, bright acidity"
,,,,,,,,,Rwanda Nyamagabe Kigeme Lot #4,Small Eyes Cafe,Light,Taiwan,Nyamagabe District,Southern Province,5.12,93,May-21,"Crisply sweet, deeply rich. Baking chocolate, hazelnut nougat, narcissus, red grape, fresh-cut oak in aroma and cup. Sweet, balanced structure with brisk acidity"
,,,,,,,,,Ethiopia Guji Wush Wush Anaerobic Natural,Coffee Please,Medium-Light,Taiwan,Guji Zone,Oromia Region,7.89,95,May-21,"Delicately bright, balanced, crisply sweet. Bing cherry, cocoa nib, lemon yogurt, lavender, fresh-cut oak in aroma and cup. Sweetly tangy with gently lactic, savory-edged acidity"
,,,,,,,,,Ethiopia Guji Wush Wush,Paradise Roasters,Medium-Light,United States,Guji Zone,Oromia Region,7.33,95,May-21,"Juicy, bright, confidently fruit- and floral-toned. Candy cap mushroom, dark chocolate, kefir, plumeria, mesquite in aroma and cup. Tangy-sweet structure with lactic-toned acidity"
,,,,,,,,,Tres Dragones Colombia,Bird Rock Coffee Roasters,Medium-Light,United States,Caicedonia,Valle De Cauca Department,7.35,94,May-21,"Pungently sweet-savory, deep, expressive. Dark chocolate, dried mango, fine musk, rum barrel, honeysuckle in aroma and cup. Richly sweet-savory structure with roundly tart acidity"
,,,,,,,,,Panama Elida Estate CatuaÃ­ Natural ASD,Willoughby's Coffee & Tea,Medium-Light,United States,Boquete Growing Region,Western Panama,7.27,94,May-21,"Lactic, chocolaty, sweetly tart. Young goat cheese, dark chocolate, roasted pine nut, persimmon, fresh-cut cedar in aroma and cup. Tart-sweet structure with deeply tangy, lactic acidity"
,,,,,,,,,Ethiopia Guji Natural Anaerobic Wush Wush G1,De Clieu Coffee,Medium-Light,Taiwan,Sidama Growing Region,Southern Ethiopia,9.2,93,May-21,"Earth-toned, richly sweet-savory. Moist cedar, breadfruit, magnolia, cocoa powder, musk. Savory-leaning with sweetly brisk acidity"
,,,,,,,,,Peru Yanesha Geisha Double-Anaerobic,Fumi Coffee,Medium-Light,Taiwan,Villa Rica,Oxapampa Province,15.58,93,May-21," Crisply chocolaty, delicately sweet. Baking chocolate, vanilla bean, pink peppercorn, lavender, cedar in aroma and cup. Crisply sweet, balanced structure with bright but lush acidity"
,,,,,,,,,Elida Natural ASD (Panama),Geisha Coffee Roaster,Medium-Light,United States,Boquete Growing Region,Western Panama,3.25,93,May-21,"Rich, deep, resoundingly lactic and pungent. Distinct dark chocolate, blue cheese, lily-like flowers, vanilla, pipe tobacco. Savory sweet structure"
,,,,,,,,,Ethiopia Oromia Anaerobic Natural,Nine Point Coffee,Medium,Taiwan,Guji Zone,Oromia Region,7.11,93,May-21,"Roasty-sweet, floral-toned. Golden raisin, gently scorched cedar, dark chocolate, freesia-like flowers, molasses in aroma and cup. Crisply sweet structure with brisk acidity"
,,,,,,,,,Villa Loyola Carbonic Maceration,PT's Coffee Roasting Co.,Medium-Light,United States,Pasto,NariÃ±o Department,5.88,93,May-21,"Crisply sweet, subtly multi-layered. Date, baking chocolate, lemon verbena, narcissus, fresh-cut fir in aroma and cup. Sweet-tart structure with gently brisk acidity"
,,,,,,,,,Castillo El Paraiso,Steady State Roasting,Medium-Light,United States,Cauca Department,Colombia,8.82,93,May-21,"Intensely fruit-forward, high-toned. Passion fruit, cocoa nib, mango custard, oak, a hint of thyme in aroma and cup. Crisply tart-leaning structure with citrusy acidity"
,,,,,,,,,Ethiopia Yirgacheffe Israel Degfa Natural Gr.1,CofFeeling,Medium-Light,Taiwan,Yirgachefffe Growing Region,Southern Ethiopia,6.34,94,May-21,"Evaluated as espresso. Sweetly tart, fruit-toned. Tangerine zest, tamarind, cocoa powder, molasses, sandalwood in aroma and small cup. Plush, syrupy mouthfeel"
,,,,,,,,,Sweet Collection Blend,CofFeeling,Medium-Light,Taiwan,Colombia,Guatemala,5.64,93,May-21,"Evaluated as espresso. Rich-toned, gently fruit-forward. Pomegranate, baking chocolate, narcissus, cedar, almond butter in aroma and small cup. Crisp, velvety mouthfeel"
,,,,,,,,,Kenya Nyeri Gachatha Washed AB,Kakalove Cafe,Medium-Light,Taiwan,Nyeri Growing Region,South-Central Kenya,4.6,94,June 2021,"Sweetly spice-toned, floral. Wisteria, dark chocolate, black currant, marjoram, pink grapefruit zest in aroma and cup. Sweetly rich, tart structure with vibrant acidity"
,,,,,,,,,Rwanda Natural Rutsiro Bugoyi 60-hour Fermentation,Kakalove Cafe,Medium-Light,Taiwan,Rutsiro,Western Province,4.25,93,June 2021,"Richly sweet-savory. Grape candy, cocoa nib, lemon verbena, gardenia, a hint of yogurt in aroma and cup. Sweet-savory structure with brisk acidity"
,,,,,,,,,Ethiopia Yirgacheffe G1 Mulugeta Tsige,GK Coffee,Medium-Light,Taiwan,Yirgacheffe Growing Region,South-Central Ethiopia,8,95,June 2021,"Lyrically sweet, gently herb-toned, very complex. Bergamot, star jasmine, cocoa nib, sandalwood, marjoram in aroma and cup. Sweet-tart structure with high-toned, juicy acidity"
,,,,,,,,,Kenya AA Top Gathambi Station,GK Coffee,Medium-Light,Taiwan,Kirinyaga,Kenya,8.8,94,June 2021,"Deep-toned, richly sweet-savory. Tamarind, hop flowers, brown sugar, cedar, lemon verbena in aroma and cup. Balanced, bittersweet structure with bright, lively acidity"
,,,,,,,,,Ethiopia Guji Gerba Station G1 Natural Espresso,GK Coffee,Medium-Light,Taiwan,Gerbicho Rogicha,Bule Hora District,7.2,94,June 2021,"Evaluated as espresso. Fruit-forward, floral-toned. Narcissus, dried apricot, dark chocolate, hazelnut butter, cedar in aroma and small cup. Creamy, viscous mouthfeel"
,,,,,,,,,Ethiopia Uraga Washed G1,RamsHead Coffee Roasters,Medium-Light,United States,Guji Zone,Oromia Region,5.28,94,May-21,"Juicy, bright, intricately balanced. Apricot, cocoa nib, jasmine, maple syrup, almond butter in aroma and cup. Crisply sweet-tart with bright, citrusy acidity"
,,,,,,,,,Rwanda Nyruzisa Station,Jackrabbit Java,Medium-Light,United States,Nyamagabe District,Southern Province,4.12,92,May-21,"Delicately sweet, crisply floral. Narcissus, pear, macadamia nut, cocoa nib, cedar in aroma and cup. Sweet-toned structure with pert acidity"
,,,,,,,,,Kenya Lenana AA Plus,RamsHead Coffee Roasters,Medium-Light,United States,Mount Kenya Growing Region,Kenya,5.28,92,May-21,"Crisply sweet-tart, deeply aromatic. Cocoa powder, date, hazelnut, hop flowers, molasses in aroma and cup. Richly bittersweet structure with brisk acidity"
,,,,,,,,,Ethiopia Sidamo Natural Water Decaf,Jackrabbit Java,Medium-Light,United States,Guji Zone,Oromia Region,4.12,91,May-21,"Deep-toned, chocolaty. Baking chocolate, date, almond butter, fresh-cut oak, agave syrup in aroma and cup. Sweet-toned structure with gentle, round acidity"
,,,,,,,,,Grizzly Peak Blend,RamsHead Coffee Roasters,Medium-Light,United States,El Salvador,Colombia,4.69,92,May-21,"Crisply sweet, chocolaty. Baking chocolate, lily, gently scorched oak, molasses, raisin in aroma and cup. Sweet-toned structure with gentle, round acidity"
,,,,,,,,,Kenya Karindudu AA,Big Shoulders Coffee,Medium-Light,United States,Nyeri Growing Region,South-Central Kenya,6.47,95,May-21,"Deep-toned, floral and chocolaty. Dark chocolate, honeysuckle, tamarind, mulberry, fresh-cut oak in aroma and cup. Sweet-savory structure with gentle, rounded but vibrant acidity"
,,,,,,,,,Colombia Cardona Natural,Nostalgia Coffee Roasters,Light,United States,Santa Barbara,Antioquia Department,7.35,94,May-21,"Richly fruit-toned, sweetly fermenty. Raspberry coulis, chocolate fudge, wine barrel, narcissus, tangerine zest in aroma and cup. Sweetly tart with vibrant, juicy acidity"
,,,,,,,,,Ethiopia Guji Anaerobic,Big Shoulders Coffee,Medium-Light,United States,Guji Zone,Oromia Region,7.35,94,May-21,"Tropical fruit-driven, resonantly aromatic. Lychee, guava, cocoa nib, freesia-like flowers, cedar in aroma and cup. Sweet-tart structure with high-toned acidity"
,,,,,,,,,Maypop,Lina Premium Coffee,Medium-Light,United States,Risaralda,Colombia,7.35,94,May-21,"High-toned, juicy-bright. Pineapple, cocoa nib, lemon verbena, myrrh, narcissus in aroma and cup. Sweet-tart structure with bold, balanced acidity"
,,,,,,,,,Norte Peru,JBC Coffee Roasters,Medium-Light,United States,JaÃ©n Province,Cajamarca Region,4.64,93,May-21,"Crisply sweet, rich-toned. Baking chocolate, almond butter, honeysuckle, red grape, maple syrup in aroma and cup. Deeply sweet structure with gentle, round acidity"
,,,,,,,,,Trivarietal,Lina Premium Coffee,Medium-Light,United States,Risaralda,Colombia,7.28,90,May-21,"Crisply sweet, cocoa toned. Cocoa powder, date, oak, magnolia, hint of cinnamon in aroma and cup. Sweet-toned structure with pert acidity"
,,,,,,,,,La Soledad Colombia,JBC Coffee Roasters,Medium-Light,United States,Urrao,Antioquia Department,7.94,94,May-21,"Crisply sweet, complex, cocoa- and floral-toned. Cocoa nib, star jasmine, plum, tangerine zest, agave syrup in aroma and cup. Vibrantly sweet structure with juicy-bright acidity"
,,,,,,,,,Fjord Espresso Blend,CafÃ© Hubert Saint-Jean,Medium,Canada,Peru,Ethiopia,5.73,92,May-21,"Evaluated as espresso. Roast-rounded, chocolaty. Dark chocolate, gardenia, gently scorched cedar, molasses, prune in aroma and small cup. Viscous, creamy mouthfeel"
,,,,,,,,,Natural Mexico Ixhuatlan del Cafe,Ming's Coffee Playroom,Light,Taiwan,Veracruz,Mexico,6.4,93,May-21,"Vibrant, gently fruit-toned. Dried apricot, lemon drop, freesia-like flowers, oak, honey in aroma and cup. Sweetly tart structure with brisk acidity"
,,,,,,,,,Nicaragua Yellow Pacamara Natural,Paradise Roasters,Light,United States,Matagalpa,Nicaragua,26.41,94,June 2021,"Richly sweet-tart, fruit-driven. Dried apricot, almond nougat, clove, freesia-like flowers, lemon verbena in aroma and cup. Sweet-toned structure with complex tart and savory undertones and juicy, bright acidity"
,,,,,,,,,Papua New Guinea Sigri Estate Medium Roast,Raggiana Coffee,Medium-Light,United States,Western Highlands,Papua New Guinea,4.7,92,June 2021,"Sweet, richly nut-toned. Cashew butter, cocoa nib, pear, thyme, cedar in aroma and cup. Sweet-toned structure with gentle, round acidity"
,,,,,,,,,Ethiopia West Arsi Nensebo Natural G1,Pro Aroma Enterprise Coffee,Medium-Light,Taiwan,Guji Zone,Southern Ethiopia,7.05,95,June 2021,"Delicately berry-toned with savory impulses. Dried strawberry, honey, star jasmine, fresh-cut cedar, macadamia nut in aroma and cup. Sweet-savory structure with vibrant, lively acidity"
,,,,,,,,,Pamma Classic Blend Espresso,Pamma Coffee,Medium,Taiwan,Ethiopia,Colombia,2.48,91,June 2021,"Evaluated as espresso. Chocolaty and floral-toned. Cocoa powder, gardenia, raisin, fresh-cut fir, molasses in aroma and small cup. Velvety mouthfeel"
,,,,,,,,,Ethiopia Sidama Bona Sweet Natural,Pro Aroma Enterprise Coffee,Light,Taiwan,Sidamo Zone,Oromia Region,5.88,94,June 2021,"Brightly sweet-tart, fruit-toned. Mango, sandalwood, toffee, cocoa nib, spicy freesia-like flowers in aroma and cup. Tart-leaning structure with crisp, high-toned acidity"
,,,,,,,,,Congo Square,Three Keys Coffee,Medium-Light,United States,South Kivu Growing Region,Democratic Republic Of The Congo,5.88,94,June 2021,"High-toned, resinously nutty, intensely sweet. Wild honey, plum, magnolia, mesquite, pistachio in aroma and cup. Sweet-tart structure with savory-leaning acidity"
,,,,,,,,,Rwanda Rulindo Tumba,Big Creek Coffee Roasters,Medium-Light,United States,Northern Province,Rwanda,5,94,June 2021,"Richly floral, cocoa-toned. Narcissus, cocoa nib, tangerine, fresh-cut oak, date in aroma and cup. Crisply sweet-savory with gentle but vibrant acidity"
,,,,,,,,,Tanzania Sambewe,Roadmap CoffeeWorks,Medium-Light,United States,Songwe Region,Mbozi District,4.98,94,June 2021,"High-toned, richly sweet, layered and complex. Mulberry, cocoa nib, myrrh, star jasmine, almond brittle in aroma and cup. Juicy-bright structure with citrusy acidity"
,,,,,,,,,Rwanda Kinini Village Natural,PT's Coffee Roasting Co.,Medium-Light,United States,Northern Province,Rwanda,6.32,94,June 2021,"Juicy-sweet, fruit-forward. Blueberry pie, pink grapefruit zest, lilac, sandalwood, cocoa nib in aroma and cup. Richly sweet with bright, floral acidity"
,,,,,,,,,Tanzania Peaberry,Volcanica Coffee,Medium-Light,United States,Ngorongoro Crater Region,Northern Tanzania,3.97,94,June 2021,"Sweetly pungent, floral and crisply fruit-toned. Black currant, pink grapefruit zest, honeysuckle, baking chocolate, oak in aroma and cup. Sweetly savory in structure with light-footed acidity"
,,,,,,,,,Rwanda Dukunde Kawa,Black Oak Coffee Roasters,Medium-Light,United States,Gakenke Growing Region,Rwanda,5.14,93,June 2021,"Chocolaty, richly wood-framed. Strawberry, dark chocolate, fresh-cut cedar, lily, molasses in aroma and cup. Sweetly savory with round, vibrant acidity"
,,,,,,,,,Burundi Mikuba Honey Microlot 1,Olympia Coffee,Light,United States,Kayanza State,Burundi,6.61,93,June 2021,"Deeply sweet, round, balanced. Apricot, baking chocolate, freesia-like flowers, cedar, maple syrup in aroma and cup. Crisply sweet structure with quietly lively acidity"
,,,,,,,,,Rwanda Simbi,Mamechamame Coffee,Light,Japan,Huye District,Rwanda,7.56,93,June 2021,"Balanced, elegant, gently stated. Cocoa nib, pomegranate, fresh-tanned leather, wisteria, cashew in aroma and cup. Savory-leaning structure with tart underpinnings and brisk acidity"
,,,,,,,,,Rwanda Akagera CWS Fully Washed Lot 9,Kakalove Cafe,Medium-Light,Taiwan,Nyaruguru District,Rwanda,3.12,93,June 2021,"Resonant, rich, multi-layered. Dark chocolate, hazelnut butter, tea rose, caramel, kumquat in aroma and cup. Balanced, bittersweet structure with round acidity"
,,,,,,,,,Burundi Kinyovu,Valverde Coffee Roasters,Medium,United States,Kayanza State,Burundi,5.64,92,June 2021,"Sweetly roast-toned, chocolaty. Dark chocolate, lily, vanilla, dried fig, scorched cedar in aroma and cup. Bittersweet-savory structure"
,,,,,,,,,Tanzania Ngila Estate SL28,Paradise Roasters,Light,United States,Ngorogoro,Tanzania,7.33,95,June 2021,"Deep, complex, aromatically enticing. Red currant, almond brittle, hop flowers, pink grapefruit zest, molasses in aroma and cup. Richly bittersweet, balanced structure with elegant, bright acidity"
,,,,,,,,,Ethiopia Washed Sidama Nafasha 74158 21/01,Kakalove Cafe,Medium-Light,Taiwan,Sidama Zone,Oromia Region,4.11,96,June 2021,"Lyrically sweet, intriguing tart, complexly savory. Mulberry, sage, bergamot, frankincense, apple blossom in aroma and cup. High-toned structure with delicately bright, multi-layered acidity"
,,,,,,,,,Ethiopia Tibe Haro Uraga,Red Rooster Coffee Roaster,Medium-Light,United States,Uraga District,Guji Zone,6.02,95,June 2021,"Sweetly herbaceous, richly spice-toned. Pomelo, dark chocolate, black sage, candied tangerine, lilac in aroma and cup. Complex, sweet-savory structure with crisp, vibrant acidity"
,,,,,,,,,Taiwan Natural Alishan TFUâ€™YA Kakalove Lot,Kakalove Cafe,Medium-Light,Taiwan,Alishan,Chia-Yi,19.82,95,June 2021,Richly berry and citrus-toned
,,,,,,,,,Ethiopia Natural Guji Blue Donkey 21/01,Kakalove Cafe,Light,Taiwan,Guji Zone,Oromia Region,4.6,95,June 2021,"Deep, rich, berry-driven. Raspberry coulis, wild honey, star jasmine, marzipan, sandalwood in aroma and cup. Sweetly tart structure with bright, crisp acidity"
,,,,,,,,,Gigesa Natural,JBC Coffee Roasters,Medium-Light,United States,Guji Zone,Oromia Region,5.29,95,July 2021,"Richly berry-toned, sweetly herbaceous. Raspberry coulis, lemon verbena, wild honey, cedar, a hint of marjoram in aroma and cup. Sweet structure with vibrant acidity"
,,,,,,,,,El Jocote Natural,JBC Coffee Roasters,Medium-Light,United States,Rosario De Desamparados,TarrazÃº,7.05,95,July 2021,"Juicy, vibrant, tartly floral. Dried hibiscus, Meyer lemon zest, guava, cocoa nib, sandalwood in aroma and cup. Balanced, brightly sweet-tart structure with high-toned acidity"
,,,,,,,,,Panama Finca Santa Teresa Summer Gesha,Big Shoulders Coffee,Medium-Light,United States,Finca Santa Teresa,Volcan,25.57,94,July 2021,"Delicately, richly perfumy. Guava, cocoa nib, frankincense, wild honey, lilac in aroma and cup. Sweet in structure with bright, vibrant acidity"
,,,,,,,,,Baby Dragons,Nostalgia Coffee Roasters,Medium-Light,United States,Caicedonia,Valle De Cauca Department,8.23,94,July 2021,"Juicy-sweet, fruit-driven. Lychee, tea rose, sandalwood, cashew, chocolate fudge in aroma and cup. Richly bittersweet structure with juicy, bright acidity"
,,,,,,,,,Colombia Lagoon Java Anaerobic,Big Shoulders Coffee,Medium-Light,United States,Tolima Department,Colombia,7.35,93,July 2021,"Fruit-forward, high-toned. Pink grapefruit zest, rhododendron, baking chocolate, agave syrup, freesia in aroma and cup. Sweet-toned structure with brisk acidity"
,,,,,,,,,Colombia La Palma y El Tucan,Le Brewlife,Medium-Light,Taiwan,Cundinamarca Department,Central Colombia,10.67,93,July 2021,"Deeply sweet, fruit-toned. Watermelon candy, dark chocolate, a whiff of Bourbon barrel, fresh-cut fir, gardenia in aroma and cup. Sweet-tart structure with gentle acidity"
,,,,,,,,,Colombia Pink Bourbon Farmer Collaboration,Big Shoulders Coffee,Medium-Light,United States,Pitalito-Bruselas,Huila Department,7.35,93,July 2021,"Balanced, bright, deep-toned. Dark chocolate, red plum, almond butter, freesia-like flowers, oak in aroma and cup. Sweetly bright in structure with juicy acidity"
,,,,,,,,,Ethiopia Wush Wush G1,Le Brewlife,Light,Taiwan,Guji Zone,Oromia Region,13.87,93,July 2021,"Floral and richly fruit-forward. Tea rose, anise, ripe cantaloupe, roasted pecan, marshmallow in aroma and cup. Roundly sweet-savory structure with winy, bright acidity"
,,,,,,,,,Jamaica Blue Mountain,Le Brewlife,Light,Taiwan,Blue Mountain Growing Region,Eastern Jamaica.,30.93,92,July 2021,"Balanced, accessible, cocoa-toned. Cocoa nib, plum, nougat, lemon verbena, magnolia in aroma and cup. Sweet-toned with pert acidity"
,,,,,,,,,Kona Maragogype Peaberry Natural,Rustyâ€™s Hawaiian,Medium-Light,Hawai'i,Kona Growing Region,Big Island Of Hawaiâ€™I,22.05,95,June 2021,"Richly aromatic, complex, multi-layered. Lychee, lavender, cocoa nib, hazelnut butter, lemon-thyme in aroma and cup. Sweet-savory with lively, juicy acidity"
,,,,,,,,,Ecuador San JosÃ© de Minas Double-Anaerobic,Peach Coffee Roasters,Light,United States,Pichincha Province,Ecuador,13.23,94,June 2021,"Delicately sweet, richly perfumy. Bergamot, marzipan, lilac, apricot, cocoa nib in aroma and cup. Sweetly tart in structure with very lively, juicy acidity"
,,,,,,,,,Colombia Bandida Lactic Natural,Peach Coffee Roasters,Medium-Light,United States,Huila Department,Colombia,8.52,93,June 2021,"Bright, juicy, high-toned. Bing cherry, chocolate fudge, toffee, hop flowers, cedar in aroma and cup. Sweetly savory with vibrant, citrusy acidity"
,,,,,,,,,Nyeri Hill Kenya,JBC Coffee Roasters,Medium-Light,United States,Nyeri Growing Region,Kenya,6.03,95,June 2021,"Richly sweet-tart, deeply nuanced. Lychee, pink grapefruit zest, sassafras, cocoa nib, star jasmine in aroma and cup. Deep-toned, balanced structure with lush, juicy acidity"
,,,,,,,,,La Perla Chiquita Ecuador,JBC Coffee Roasters,Medium-Light,United States,Pichincha Province,Ecuador,6.17,95,June 2021,"Evaluated as espresso. Complex, multi-layered, rich-toned. Red plum, dark chocolate, cashew butter, cocoa nib, a hint of rosemary in aroma and small cup. Very syrupy mouthfeel"
